IIP ID,Summary,Text Genre,City Name,Language,Terminus ante quem,Terminus post quem,Object Type,Region,Likely religion,City Name,Description of Place Found,Material,Original text,Translation,Description
jeru0027,Judaea. Jerusalem. 20 BCE to 70 CE. Soft limestone ossuary with chip-carved ornamentation. Funerary.,funerary,Jerusalem,Greek,-20,70,ossuary,Judaea,jewish,Jerusalem,"Jerusalem, Judaea. Mount Scopus, western slope.<br/>Judaea. Jerusalem. Mount Scopus, western slope. ",,            Μάρθας         ,            of Martha         ,"            The ossuary has low feet and a flat, slightly overhanging lid. Ornamentation on the chest's front side consists of a two metopes in zigzag frames, each containing a six-petalled rosette within a zigzag circle. Broadened triglyph contains a plant with base of tiny triangles, ivy-leaf top and eighteen tendrils. The name is inscribed throughout this ornamentation like so: Μ and Α in either of the upper corners of the left metope, and Ρ in the upper right of the rosette therein; Θ and Α in either of the upper corners of the right metopes, with Ϲ in the upper right of the rosette therein.         "
jeru0023,Judaea. Hizmeh. 20 BCE to 70 CE. Soft limestone ossuary with finely incised ornamentation. Funerary.,funerary,Hizmeh,Aramaic,-20,70,ossuary,Judaea,jewish,Hizmeh,"Hizmeh, Judaea. <br/>Judaea. Hizmeh, near Jerusalem. ",,            הושע בר שמוען                         ,"            Hoshea', son of Shmu'on (=Shim'on)         ","            The restored ossuary has low feet and gabled lid with fingergrips and hole in its front, perhaps ancient. Height describes height of chest plus that of lid. Ornamentation on the chest's front side consists of a checkerboard pattern of zigzag lines. Inscription is on the lid's front side. The second name stands for שמעון; vav and mem are erroneously transposed.         "
jeru0021,Judaea. Jerusalem. 20 BCE to 70 CE. Soft limestone ossuary with chip-carved ornamentation. Funerary.,funerary,Jerusalem,Greek,-20,70,ossuary,Judaea,jewish,Jerusalem,"Jerusalem, Judaea. Mount of Olives, western slope.<br/>Judaea. Jerusalem. Mount of Olives, western slope. ",,            Ἰούδας         ,            Judas         ,"            Ossuary has a red and yellow wash, low feet, and flat lid. Ornamentation on the chest's front side consists of two metopes in zigzag frames, both containing twelve-petalled rosettes within zigzag circles, and a large zigzag instead of a triglyph. The inscription is incised on the chest's right side, picked out in blue-black. The name appears along with its Hebrew form on another ossuary from this tomb.         "
jeru0034,Judaea. Jerusalem. 20 BCE to 70 CE. Soft limestone ossuary with chip-carved and incised ornamentation. Funerary.,funerary,Jerusalem,Aramaic,-20,70,ossuary,Judaea,jewish,Jerusalem,"Jerusalem, Judaea. Kidron Valley, Beit Sahur el 'Atiqa.<br/>Judaea. Jerusalem. Kidron Valley, Beit Sahur el Ἁtiqa. ",,            יהודה בר יהוחנן בר יתרא         ,"            Yehuda, son of Yehohanan, son of Yitro         ","            Unfinished ossuary has inner ledge on two sides and flat lid. Ornamentation, on the chest's front side, consists of two metopes, unfinished at base, in a zigzag frame, each containing a six-petalled rosette within concentric line circles; triglyph replaced by a lily cut open to reveal botanical details, incised in freehand. Two small handles on the lily's corolla give an impression that an amphora was intended. Doubled lines traverse the front side's four corners. Inscription is on the chest's front side, beginning at the upper right corner and avoiding the lily. Inclusion of the grandfather's name is infrequent.         "
jeru0033,Probably Jerusalem. 20 BCE to 70 CE. Soft limestone ossuary with chip-carved ornamentation. Funerary.,funerary,Jerusalem,Greek,-20,70,ossuary,Judaea,jewish,Jerusalem,"Jerusalem, Judaea. <br/>Probably Jerusalem. ",,            ΠοπέλιἸωσῆςἸησοῦςΠοπέλιἸωσῆςΕ         ,"            Popeli(a) (=Popilia), Joses, Jesus. Popeli(a) (=Popilia), Joses, E.         ","            Ossuary has inner ledge on two sides and low feet. Lid is missing. Ornamentation, on the chest's front side, consists of two metopes in a metope frame, each containing a six-petalled rosette within concentric line circles, with a panelled door in place of the triglyph. The ossuary contains remains of a mother Popilia with infant sons Joses and Jesus. All three names appear on the chest's right side; the rest of the inscription appears on the left side. Ποπέλι is a diminutive of the name Ποπιλίη; Ἰωσῆς is a contracted form of Ἰωσήπος/יהוסף (like the more common Ἰωσή that corresponds to Talmudic יוסי); Jesus is a common name of the period.         "
jeru0036,"Judaea. Jerusalem, near Silwan. 20 BCE to 70 CE. Soft limestone ossuary with incised ornamentation. Funerary.",funerary,Jerusalem,Aramaic,-20,70,ossuary,Judaea,jewish,Jerusalem,"Jerusalem, Judaea. Kidron Valley.<br/>Judaea. Jerusalem. Kidron Valley, near Silwan. ",,            הגדם         ,            the amputated (the one-handed)(?)         ,"            Ossuary has inner ledge on three sides and traces of red wash. Height refers to height of chest plus that of vaulted lid. Broken lid is sliding, with heights of ends unequal. Ornamentation, on all four sides of the chest, consists of thin doubled lines on edges, each side perhaps representing an ashlar. On the chest's front, two metopes, each containing a six-petalled rosette within a line circle, and a zigzag rosette. Inscription is written in large letters on the chest's back side. הגדם is a nickname in status emphaticus. Such derogatory nicknames were common (as in ""the lame one,"" ""the deaf one,"" ""the hunchback,"" ""the stammerer""), and some became family names.         "
jeru0035,"Judaea. Jerusalem, near Silwan. 20 BCE to 70 CE. Soft limestone ossuary with chip-carved ornamentation. Funerary.",funerary,Jerusalem,Aramaic,-20,70,ossuary,Judaea,jewish,Jerusalem,"Jerusalem, Judaea. Kidron Valley.<br/>Judaea. Jerusalem. Kidron Valley, near Silwan. ",,            שמעון בר יני שת         ,"            Shim'on, son of Yan(na)i shet         ","            Ossuary has yellow wash and low feet. Ornamentation, on the chest's front side, consists of two metopes in zigzag frames doubled at top and sides. Each contains an eighteen-petalled rosette within concentric zigzag and line circles. Name is inscribed vertically, bottom-to-top, on the chest's right side. יני is a form of ינאי. The name שת is attested; it is unlikely that the word means ""six"" as this and another ossuary inscribed with the same phrase are too large to belong to young children.         "
jeru0032,"Judaea. Jerusalem, near Silwan. 20 BCE to 70 CE. Soft limestone ossuary with finely incised ornamentation. Funerary.",funerary,Jerusalem,Greek,-20,70,ossuary,Judaea,jewish,Jerusalem,"Jerusalem, Judaea. Kidron Valley.<br/>Judaea. Jerusalem. Kidron Valley, near Silwan. ",,            ἘρωτάρεινἘρωτάρειν         ,            Erotarein. Erotarein.         ,"            Ossuary has low feet and red wash. Broken lid is flat with zigzag lines on long edges. Ornamentation, on the chest's front side, consists of eight vertical zigzag bands and interstices alternately filled by irregular, vertical zigzag lines. The name is inscribed twice, once each on the chest's back and left sides. Repetition of the name may express grief of the mourner(s), or it may reflect that the first attempt was found unsatisfactory. Several interpretations are possible: it could be a male name, diminutive of female Ἐρωτάριον, or translation of חנן, since ἐρωτάω was used in late Greek to mean ""beg, beseech, entreat, pray.""         "
jeru0030,"Judaea. Jerusalem, near Silwan. 20 BCE to 70 CE. Soft limestone ossuary with finely incised ornamentation. Funerary.",funerary,Jerusalem,Greek,-20,70,ossuary,Judaea,jewish,Jerusalem,"Jerusalem, Judaea. Kidron Valley.<br/>Judaea. Jerusalem. Kidron Valley, near Silwan. ",,            θεννάσου Δου                                        ,            of Thennas Dou...         ,"            Flat lid. Ornamentation, on the chest's front side, consists of two metopes in zigzag frames, each containing a six-petalled rosette with zigzags overlaying petals. Broadened triglyph contains a lattice pattern also appearing on the right, left and back sides of the chest in red wash. Inscription is carelessly incised on the chest's back side. The name θέννας probably derives from Hebrew תאנה, ""fig tree,"" and might be female or male. The second name, presumably that of the deceased's father, is undiscernable after a few letters.         "
jeru0031,"Judaea. Jerusalem, near Silwan. 20 BCE to 70 CE. Soft limestone ossuary with incised ornamentation. Funerary.",funerary,Jerusalem,Aramaic,-20,70,ossuary,Judaea,jewish,Jerusalem,"Jerusalem, Judaea. Kidron Valley.<br/>Judaea. Jerusalem. Kidron Valley, near Silwan. ",,            אגע                         ,,"            Corner of ossuary is broken and reconstructed. Flat lid is broken. Ornamentation, on four sides of the chest, consists of doubled line frame around all edges, probably representing an ashlar. Several interpretations of the inscription, on the chest's left side, are possible: Naveh suggests reading the name חגי, with yod upside-down. The name might be עגא inverted, possibly standing for a derogatory nickname based on the Hebrew word ""cake,"" as is attested elsewhere.         "
jeru0028,Judaea. Jerusalem. 20 BCE to 70 CE. Soft limestone ossuary. Funerary.,funerary,Jerusalem,Greek,-20,70,ossuary,Judaea,jewish,Jerusalem,"Jerusalem, Judaea. Abu Tor.<br/>Judaea. Jerusalem. Abu Tor. ",,            ἸωάνηςἸωάνηςἸωάνης         ,            Johannes. Johannes. Johannes.         ,"            The ossuary is broken and reconstructed with inner ledge on three sides and a flat sliding lid. The name is inscribed three times: once each on the top and underside of the lid, and once near the top of the chest's front side. Repetition may express grief of the mourner(s).         "
jeru0029,Judaea. Jerusalem. 20 BCE to 70 CE. Soft limestone ossuary. Funerary.,funerary,Jerusalem,Greek,-20,70,ossuary,Judaea,jewish,Jerusalem,"Jerusalem, Judaea. Abu Tor.<br/>Judaea. Jerusalem. Abu Tor. ",,            Ἀμία         ,            Am(m)ia         ,"            The ossuary has inner ledge on three sides and a flat sliding lid that is broken. Inscription, on the lid, may be a term of endearment related to the word ""mother,"" akin to Παπίας and פפיס.         "
jeru0040,"Judaea. Jerusalem, near Silwan. 20 BCE to 70 CE. Soft limestone ossuary with chip-carved and incised ornamentation. Funerary.",funerary,Jerusalem,Aramaic,-20,70,ossuary,Judaea,jewish,Jerusalem,"Jerusalem, Judaea. Kidron Valley.<br/>Judaea. Jerusalem. Kidron Valley, near Silwan. ",,            מרתא                                    ברת                                    חנניה                         ,"            Martha, daughter of Hananya         ","            Weathered ossuary has inner ledge on three sides, low feet, and flat sliding lid. Ornamentation on the chest's front side consists of two metopes in line frames and a triglyph transformed into a two-columned porch on a stylobate(?), with circle segments indicating Ionic capitals. Each metope contains a six-petalled rosette within concentric line circles, with petal tips linked by segments. An undecipherable line on the chest's back side may have repeated the name on the front side.         "
jeru0038,"Judaea. Jerusalem, near Silwan. 20 BCE to 70 CE. Soft limestone ossuary with chip-carved ornamentation. Funerary.",funerary,Jerusalem,Greek,-20,70,ossuary,Judaea,jewish,Jerusalem,"Jerusalem, Judaea. Kidron Valley.<br/>Judaea. Jerusalem. Kidron Valley, near Silwan. ",,            ΜαιράμΜαριάμ         ,            Mairam (Mariam). Mariam.         ,"            Broken and restored ossuary has low feet and yellow wash. Flat lid is broken. Ornamentation on the chest's front side consists of two metopes in zigzag frames and a broadened triglyph. Each metope contains a six-petalled rosette within concentric line and zigzag circles. Between petals, small dots are drilled in two concentric line circles. Μαιράμ, inscribed at the top of the chest's front side, is a misspelled version of the name on the lid, a Greek transcription of מרים. On the lid, an unfinished letter mu precedes the name.         "
jeru0042,Judaea. Jerusalem. 20 BCE to 70 CE. Soft limestone ossuary. Funerary.,funerary,Jerusalem,Aramaic,-20,70,ossuary,Judaea,jewish,Jerusalem,"Jerusalem, Judaea. Talbiyeh, south slope.<br/>Judaea. Jerusalem. Talbiyeh, south slope. ",,            אבא דוסטס                                        דוסטס אבונה ולא למפתח                         ,"            Father Dostas. Dostas, our father, and not to be opened.         ","            Ossuary has inner ledge on three sides, flat sliding lid, and iron rivet through narrow side of chest and corresponding outer edge of lid. First line of text appears on the chest's front side; second line appears on lid. The phrase ולא למפתח, prohibiting the opening of the ossuary, is one of several protective formulae presumably intended to protect the remains of the deceased and/or to prevent the mingling of his/her remains with others'. דוסטס is a contraction of the common name Dositheos. The word אבא is cramped and seems to have been added after the name on the front was written.         "
jeru0037,"Judaea. Jerusalem, near Silwan. 20 BCE to 70 CE. Soft limestone ossuary with chip-carved ornamentation. Funerary.",funerary,Jerusalem,Aramaic,-20,70,ossuary,Judaea,jewish,Jerusalem,"Jerusalem, Judaea. Kidron Valley.<br/>Judaea. Jerusalem. Kidron Valley, near Silwan. ",,            יהושע         ,            Yehoshua'         ,"            Ossuary has low feet and red wash. Flat lid is broken. Ornamentation on the chest's front side consists of two metopes in zigzag frames doubled at top and sides, each containing a six-petalled rosette within a zigzag circle. Broadened triglyph contains a large zigzag. Inscription, on the chest's right side, is written vertically bottom-to-top.         "
jeru0039,"Judaea. Jerusalem, near Silwan. 20 BCE to 70 CE. Soft limestone ossuary with chip-carved ornamentation. Funerary.",funerary,Jerusalem,Aramaic,-20,70,ossuary,Judaea,jewish,Jerusalem,"Jerusalem, Judaea. Kidron Valley.<br/>Judaea. Jerusalem. Kidron Valley, near Silwan. ",,            שלמ         ,,"            Οssuary has inner ledge on three sides, low feet, and red wash. Flat cut-to-measure lid is broken. Ornamentation on the chest's front side consists of two metopes in doubled zigzag frames and a broadened triglyph containing an upright branch. Within each metope sits a twelve-petalled rosette within a zigzag circle. Inscription may be a name or the word meaning ""peace.""         "
jeru0045,Judaea. Jerusalem. 20 BCE to 70 CE. Soft limestone ossuary. Funerary.,funerary,Jerusalem,Aramaic,-20,70,ossuary,Judaea,jewish,Jerusalem,"Jerusalem, Judaea. Talbiyeh, south slope.<br/>Judaea. Jerusalem. Talbiyeh, south slope. ",,            שלם                                        ומתיה ברה                                         אתת מתיה וברה                         ,"            Shalom and Matya, her son. Matya's wife and her son.         ","            Ossuary has inner ledge on two sides, low feet, red wash and flat lid. First two lines of inscription appear on the chest's front side; last line appears on the lid. שלם is a contraction of the name שלמציון and מתיה is a contraction of מתתיה. The husband/father of the two, sharing a name with his son, appears to be buried in a second ossuary in the same tomb.         "
jeru0041,"Judaea. Jerusalem, near Silwan. 20 BCE to 70 CE. Soft limestone ossuary with chip-carved ornamentation. Funerary.",funerary,Jerusalem,Aramaic,-20,70,ossuary,Judaea,jewish,Jerusalem,"Jerusalem, Judaea. Kidron Valley.<br/>Judaea. Jerusalem. Kidron Valley, near Silwan. ",,            יהונתן                         ,            Yehonatan         ,"            Broken and mended ossuary has low feet and red wash. Ornamentation on the chest's front side consists of two metopes in zigzag frames doubled at top, each containing a twelve-petalled rosette within a zigzag circle.         "
jeru0043,"Judaea. Jerusalem, 20 BCE to 70 CE. Ossuary. Funerary.",funerary,Jerusalem,Aramaic,-20,70,ossuary,Judaea,jewish,Jerusalem,"Jerusalem, Judaea. Talbiyeh, South slope.",stone.other,            אמא שלמציון                                        שלמצין אמנא                         ,            Mother Shlamzion. Shlamzin our mother.         ,"            Ossuary has inner ledge on two sides, cornice, and vaulted lid with fingergrips. Measurements in parentheses include cornice; height describes height of chest plus that of lid. First line of text appears on the chest's front side; second line appears on lid. Name on lid is a contraction of name on front.         "
jeru0044,Judaea. Jerusalem. 20 BCE to 70 CE. Soft limestone ossuary. Funerary.,funerary,Jerusalem,Aramaic,-20,70,ossuary,Judaea,jewish,Jerusalem,"Jerusalem, Judaea. Talbiyeh, south slope.<br/>Judaea. Jerusalem. Talbiyeh, south slope. ",,            מתתיה                                        מתתיה                         ,            Mattatya. Mattatya.         ,"            Ossuary, broken on left, has inner ledge on three sides and flat, sliding lid. The name appears once, in large letters, on the chest's front side, and once on the lid. The wife and son of the deceased man appear to be buried in a second ossuary in the same tomb.         "
jeru0046,Judaea. Jerusalem. 20 BCE to 70 CE. Soft limestone ossuary with chip-carved ornamentation. Funerary.,funerary,Jerusalem,Aramaic,-20,70,ossuary,Judaea,jewish,Jerusalem,"Jerusalem, Judaea. Talbiyeh, south slope.<br/>Judaea. Jerusalem. Talbiyeh, south slope. ",,            אנתת אלעזר  אנתת אלעזר          ,            The wife of El'azar. The wife of El'azar.         ,"            Ossuary has inner ledge on two sides, profiled cornice under slightly stepped rim, cavetto above base, low profiled feet, and gabled cut-to-measure lid with fingergrips. Measurements in parentheses include cornice. Height describes height of chest plus that of lid. Ornamentation, on the chest's front side, consists of columned porch(?) indicated by thin lines, with cornice serving as frieze and cavetto at base as stylobate. Two asymmetrically aligned three-petalled rosettes within concentric line circles sit between the columns. Name of the deceased appears once each on the chest's left and right sides.         "
jeru0052,Judaea. Jerusalem. 20 BCE to 70 CE. Soft limestone ossuary with chip-carved ornamentation. Funerary.,funerary,Jerusalem,Aramaic,-20,70,ossuary,Judaea,jewish,Jerusalem,"Jerusalem, Judaea. Zikhron Moshe.<br/>Judaea. Jerusalem. Zikhron Moshe. ",,            יהוסף                                     ,            Yehosef         ,"            Fragmentary, partially restored ossuary has low feet, red wash, and fragmentary vaulted lid. Ornamentation, on the chest's front side, consists of two metopes in a zigzag frame, each containing a six-petalled rosette within line and zigzag circles. Triglyph replaced by palm tree with triangular-notched roots and stylized, ascending and spreading branches. Vertical lines delimit foot of tree and link circles to base of frame. יהוסף appears in the left metope, and a long string of undecipherable characters -- horizontal, then slanting downward -- appears in the right one.         "
jeru0050,Judaea. Jerusalem. 20 BCE to 70 CE. Soft limestone ossuary with chip-carved ornamentation. Funerary.,funerary,Jerusalem,Aramaic,-20,70,ossuary,Judaea,jewish,Jerusalem,"Jerusalem, Judaea. Abu Tor.<br/>Judaea. Jerusalem. Abu Tor. ",,            תרפט הנשבה                         ,            the captive physician(?)         ,"            Damaged ossuary has low feet, traces of red wash, and fragmentary flat lid. Ornamentation, on the chest's front side, consists of two metopes in tripled line frames, each containing a six-petalled rosette within a zigzag circle. Inscription is on the chest's left side. תרפט is assumed to be a transliteration from Greek; as a Semitic word, it could only derive, inexplicably, from רפט, ""lax."" Derivation from θεραπευτής is suggested, either as the name Therapeut(es) or from the word meaning ""servant; caretaker; worshipper; medical attendant;"" the latter is preferred here.         "
jeru0051,Judaea. Jerusalem. 20 BCE to 70 CE. Ossuary. Funerary.,funerary,Jerusalem,Aramaic,-20,70,ossuary,Judaea,jewish,Jerusalem,"Jerusalem, Judaea. Zikhron Moshe.",limestone,            עזריה                מניס                     ,            'Azarya. Manes (?).         ,"            Ossuary has low feet, traces of yellow wash, and broken vaulted lid with fingergrips. Height describes height of chest plus that of lid. Ornamentation, on the chest's front side, consists of two metopes in a zigzag frame, each containing a six-petalled rosette within a zigzag circle. Triglyph replaced by palm tree, with stylized, ascending branches framed by zigzag semi-circle and mirrored by roots. First word appears on chest's front side; second appears on lid, incised very carelessly. It could be a transliteration of the name Μάνης.         "
jeru0048,Judaea. Jerusalem. 20 BCE to 70 CE. Soft limestone ossuary with chip-carved and finely incised ornamentation. Funerary.,funerary,Jerusalem,Aramaic,-20,70,ossuary,Judaea,jewish,Jerusalem,"Jerusalem, Judaea. Talbiyeh, south slope.<br/>Judaea. Jerusalem. Talbiyeh, south slope. ",,            בני חנן                         ,            the sons of Hanan         ,"            Ossuary has low feet, red wash, and asymetrically vaulted, cut-to-measure lid with fingergrips. Height describes height of chest plus that of lid. Ornamentation, on the chest's front side, consists of two metopes in zigzag frame, each containing a six-petalled rosette within a zigzag circle, and a broadened triglyph replaced by a finely incised checkerboard pattern. Inscription appears on the chest's front. חנן is a contraction of חנניה or יהוחנן.         "
jeru0055,Judaea. Jerusalem. 20 BCE to 70 CE. Ossuary. Funerary.,funerary,Jerusalem,Aramaic,-20,70,ossuary,Judaea,jewish,Jerusalem,"Jerusalem, Judaea. Kidron Valley.<br/>Judaea. Jerusalem. Kidron Valley. ",limestone,            חניה אבר אלכשה          ,"            Honya, son of Alexa         ","            Fragment of an ossuary's back side. Original ossuary (as described by Sukenik; the other fragments are now missing) had length 67 cm, width 30 cm, and depth 39 cm; low feet; flat lid; and ornamentation on chest's front side consisting of a central lattice pattern under a fluted frieze. Sukenik explains an aleph after the name of the deceased, Honya, as an accidental beginning to his father's name, Alexa, before the word בר was written. חניה is more frequently spelled חוניה. The contraction of Alexandros אלכשה, sometimes spelled אלכסה, is well attested locally. Naveh reads בן אלעשה, ""son of Ele'asah,"" here.         "
jeru0054,Judaea. Jerusalem. 20 BCE to 70 CE. Fragment of a soft limestone ossuary. Funerary.,funerary,Jerusalem,Greek,-20,70,ossuary,Judaea,jewish,Jerusalem,"Jerusalem, Judaea. Kidron Valley.<br/>Judaea. Jerusalem. Kidron Valley. ",,            ὀστοφάγος ὀστοφάγος         ,"            ossuary, ossuary         ","            Fragment of an ossuary's long side. Avigad explains three holes bored into its base as outlets for body secretions or for the establishment of contact between body and soil (in accordance with Jerusalem Talmud, Kil'ayim 32b), though the latter would be purely symbolic here. There are several instances of ὀστοφάγος and other words used to describe ossuaries appearing on the chests themselves.         "
jeru0049,Judaea. Jerusalem. 20 BCE to 70 CE. Soft limestone ossuary. Funerary.,funerary,Jerusalem,Aramaic,-20,70,ossuary,Judaea,jewish,Jerusalem,"Jerusalem, Judaea. Talbiyeh, south slope.<br/>Judaea. Jerusalem. Talbiyeh, south slope. ",,            דוסתס                         ,            Dostas         ,"            Ossuary has inner ledge on three sides, iron rivet through narrow outer edge of lid and rim of chest nearby, and unfinished boreholes in upper outer corners of the chest's front side, presumably intended for additional rivets or a rope. Lid is flat and sliding. Inscription appears on the chest's front. דוסטס is a contraction of the common name Dositheos.         "
jeru0047,Judaea. Jerusalem. 20 BCE to 70 CE. Soft limestone ossuary with chip-carved ornamentation. Funerary.,funerary,Jerusalem,Aramaic,-20,70,ossuary,Judaea,jewish,Jerusalem,"Jerusalem, Judaea. Talbiyeh, south slope.<br/>Judaea. Jerusalem. Talbiyeh, south slope. ",,            בני אלעזר                                          בני אלעזר                         ,            The sons of El'azar. The sons of El'azar.         ,            Broken and restored ossuary has inner ledge on three sides and flat sliding lid. Inscribed phrase appears once on the chest's front side and once on the lid.         
jeru0062,Judaea. Jerusalem. 20 BCE to 70 CE. Soft limestone ossuary. Funerary.,funerary,Jerusalem,Greek,-20,70,ossuary,Judaea,jewish,Jerusalem,"Jerusalem, Judaea. Kidron Valley.<br/>Judaea. Jerusalem. Kidron Valley. ",,            Θαλίαρχος Lἔτους               κ               Θαλίαρχος Lἔτους               κ               ΔοσιθέουΘαλίαρχος Lἔτους               κ         ,"            Thaliarchos, aged 20, Thaliarchos, aged 20, son of Dositheos.                    Thaliarchos, aged 20.         ","            Ossuary has inner ledge on four sides and broken, flat, sliding lid. The last               repetition of name and age of the deceased appears on the lid; the rest on the               chest's front side. Both names are well attested, Θαλίαρχος in Cyrenaica especially.               Repetition of the name may express grief of the mourner(s) or improve upon an               unsatisfactory first inscription. Age of the deceased is rarely found on ossuaries;               on this one and another from Jericho the sign L, standing for ἐτῶν, is used to signal               age (see inscription ""jeri0003""). Locally, the sign was used to indicate dates at               Maresha and later on coins of the Herodian dynasty and the Roman procurators. It               occurs in Jewish tomb inscriptions in Egypt and Cyrenaica, and its use on ossuaries               from Israel/Palestine may indicate the scribe's foreign origin.         "
jeru0056,"Judaea. Jerusalem, 20 BCE to 70 CE. Ossuary. Funerary.",funerary,Jerusalem,Aramaic,-20,70,ossuary,Judaea,jewish,Jerusalem,"Jerusalem, Judaea. Mount of Offence, near former Government House.<br/>Judaea. Jerusalem. Mount of Offence, near former Government House. ",limestone,            עזרא                                   Ἔζρας                     ,            'Ezra. Ezras         ,"            Ossuary has low feet, vaulted lid with fingergrips, and red wash also covering lid. Height describes height of chest plus that of lid. Ornamentation, on the chest's front side, consists of two metopes in zigzag frames, each containing a twelve-petalled rosette within a zigzag circle and discs in each corner. Broadened triglyph contains a doubled zigzag line alluding to a ""palm tree"" motif. The name Ezra is unusual in this period, and is usually spelled Ἔζδρας, or occasionally Ἐζρα, in Greek. Aramaic name appears on the chest's back side; Greek appears on the right side.         "
jeru0057,Judaea. Jerusalem. 20 BCE to 70 CE. Soft limestone ossuary with chip-carved ornamentation. Funerary.,funerary,Jerusalem,Greek,-20,70,ossuary,Judaea,jewish,Jerusalem,"Jerusalem, Judaea. Mount of Offence, near former Government House.<br/>Judaea. Jerusalem. Mount of Offence, near former Government House. ",,            Ἰωανήου Ἰησίου         ,            of Johannes of Jesus         ,"            Ossuary has low feet, flat lid, and red wash also covering lid. Ornamentation, on the chest's front side, consists of two metopes in doubled zigzag frames, each containing a twelve-petalled rosette within a zigzag circle. Inscription appears on the chest's back side; a second inscription, on the left side, could not be deciphered. Ἰησίου, genitive of Ἰήσιος, is one of several common variants of the name Jesus. Ἰωανήου is an irregular genitive of the name Ἰωάνης, the regular form being Ἰωάνου. The fact that both names are in the genitive may signify that the remains of both people are within, and not that Jesus is the father of Johannes.         "
jeru0061,Judaea. Jerusalem. 20 BCE to 70 CE. Soft limestone ossuary. Funerary.,funerary,Jerusalem,Greek,-20,70,ossuary,Judaea,jewish,Jerusalem,"Jerusalem, Judaea. Kidron Valley.<br/>Judaea. Jerusalem. Kidron Valley. ",,            Σάρα Σίμωνος                    Πτυλεμαική                    ΣάραςΣάρας         ,"            Sara, (daughter) of Simon of Ptolemais. Of Sara. Of Sara         ","            Ossuary has inner ledge on three sides, low feet, traces of red wash, and flat sliding lid. Stone-cutter's guidelines survive on the lid and cruciform guidelines survive on sides of feet. Two lines of text appear on the chest's front side, and the word Σάρας appears once each on the chest's right side and on the lid's underside, incised into the red wash. Σάρα is common in Cyrenaica and Egypt. Πτυλεμαική is a variant of Πτολεμαική, an ethnic adjective derived from Πτολεμαῖς. Sukenik associated the word with Acre; Avigad with Cyrenaica. The latter reading is preferable, as there is no evidence of a contemporaneous Jewish community in Acre.         "
jeru0064,Judaea. Jerusalem. 20 BCE to 70 CE. Soft limestone ossuary. Funerary.,funerary,Jerusalem,Greek,-20,70,ossuary,Judaea,jewish,Jerusalem,"Jerusalem, Judaea. Kidron Valley.<br/>Judaea. Jerusalem. Kidron Valley. ",,            Ὡρήα Ὡρήα Ὡρήα               Ὡρήα Ὡρήα               Ηωρα         ,"            Horea, Horea, Horea. Horea, Horea, [H]ora.         ","            Ossuary has inner ledge on two sides and gabled lid with fingergrips. Height describes height of chest plus that of lid. The first line is inscribed on the chest's front side, in faded green paint(?); the rest on the back side, in very faded green paint(?). The last line appears corrupted. Ὡρήα is similar to female name Ὡραία and male names Ὠραῖος, Ὡρίων, and Ὡρήων. Repetition of the name may express grief of the mourner(s) or improve upon an unsatisfactory first inscription.         "
jeru0058,Judaea. Jerusalem. 20 BCE to 70 CE. Soft limestone ossuary. Funerary.,funerary,Jerusalem,Greek,-20,70,ossuary,Judaea,jewish,Jerusalem,"Jerusalem, Judaea. Kidron Valley.<br/>Judaea. Jerusalem. Kidron Valley. ",,            ἈρριστοβούλαΣόρραἈρριστοβόλα         ,            Arristobou[la]. Sorra Arristobola         ,"            Ossuary has inner ledge on three sides and flat sliding lid. First line appears on the chest's front side, in dark green paint(?); remaining lines appear on the left side. A second line of the first inscription could not be deciphered. Σόρρα is the equivalent of Σάρα, a common name in Cyrenaica and Egypt. Ἀρριστοβόλα/Ἀρριστοβούλα is a rare feminine form of Aristobulus, attested locally, usually spelled Ἀριστοβούλη.         "
jeru0060,Judaea. Jerusalem. 20 BCE to 70 CE. Soft limestone ossuary. Funerary.,funerary,Jerusalem,Greek,-20,70,ossuary,Judaea,jewish,Jerusalem,"Jerusalem, Judaea. Kidron Valley.<br/>Judaea. Jerusalem. Kidron Valley. ",,            Σαβατίς                    μήτηρ Δάμωνος         ,"            Sabatis, mother of Damon         ","            Ossuary has inner ledge on four sides, low feet, and flat sliding lid. The word μήτηρ has a ligature of tau, eta and rho. Σαββάτιος is a feminine form of the name Σαββατίς or Σαββαταῖος, שבתי or שבתאי. Both names are common Jewish names, in Egypt especially. Such reference to a deceased woman as ""X, mother of Y"" occurs occasionally.         "
jeru0059,Judaea. Jerusalem. 20 BCE to 70 CE. Soft limestone ossuary. Funerary.,funerary,Jerusalem,Greek,-20,70,ossuary,Judaea,jewish,Jerusalem,"Jerusalem, Judaea. Kidron Valley.<br/>Judaea. Jerusalem. Kidron Valley. ",,            Φιλίσκος         ,            Philiskos         ,"            Ossuary has inner ledge on three sides, low feet, and broken flat sliding lid. The name is well attested in Cyrenaica and in Egypt.         "
jeru0063,Judaea. Jerusalem. 20 BCE to 70 CE. Soft limestone ossuary. Funerary.,funerary,Jerusalem,Greek,-20,70,ossuary,Judaea,jewish,Jerusalem,"Jerusalem, Judaea. Kidron Valley.<br/>Judaea. Jerusalem. Kidron Valley. ",,            Μνασοῦς         ,            of Mnaso         ,"            Ossuary has inner ledge on four sides and flat, sliding lid. The name is female; its masculine forms were common in Cyrenaica and Egypt.         "
